id,name,name_with_place,municipality,locality,modes,lines,line_count,has_bus,has_rail
de:08119:2378,Jakob-/Butterstraße,Schmiden Jakob-/Butterstr.,Fellbach,Schmiden,Bus; Nachtbus,"58, 60, 205, 214, N6",5,True,False
de:08119:2377,Rathaus,Schmiden Rathaus,Fellbach,Schmiden,Bus; Nachtbus,"58, 60, 205, 214, N6",5,True,False
de:08119:2381,Gemeindezentrum,Oeffingen Gemeindezentrum,Fellbach,Oeffingen,Bus; Nachtbus,"60, 214, N6",3,True,False
de:08116:2006,Bahnhof,Bernhausen Bahnhof,Filderstadt,Bernhausen,Bus; Nachtbus; SEV-Bus,"X4, 74, 76, 805, 807, 808, 809, 809A, 811, 812, 813, 814, 815, 816, 816A, 817, 818, N89, S2E, X3",20,True,False
de:08116:2071,Fleinsbach,Bernhausen Fleinsbach,Filderstadt,Bernhausen,Bus,"76, 805, 807, 808, 809, 809A, 812, 813, 814, 815, 816A, 818",12,True,False
de:08116:2025,Driefbrunnen,Plattenhardt Driefbrunnen,Filderstadt,Plattenhardt,Bus,"X7, 76, 77, 812, 813, 814, 816A, 818, 818A",9,True,False
de:08116:2028,Rathaus,Plattenhardt Rathaus,Filderstadt,Plattenhardt,Bus; Nachtbus,"X7, 76, 77, 809A, 812, 813, 816A, 818A, N89",9,True,False
de:08116:2024,Kirche,Harthausen Kirche,Filderstadt,Harthausen,Bus; Nachtbus,"X7, 77, 805, 807, 809, 809A, 816A, N89",8,True,False
de:08116:2023,Linde,Harthausen Linde,Filderstadt,Harthausen,Bus; Nachtbus,"X7, 77, 805, 807, 809, 809A, 816A, N89",8,True,False
de:08116:2029,Waldstraße,Plattenhardt Waldstraße,Filderstadt,Plattenhardt,Bus,"76, 77, 812, 813, 814, 816A, 818, 818A",8,True,False
de:08116:2078,Marktstraße,Bonlanden Marktstraße,Filderstadt,Bonlanden,Bus; Nachtbus,"X7, 76, 77, 809A, 816A, 818A, N89",7,True,False
de:08116:5798,Metzinger Straße,Bonl. Metzinger Straße,Filderstadt,Bonlanden,Bus; Nachtbus,"X7, 76, 77, 809A, 816A, 818A, N89",7,True,False
de:08116:2080,Roßbergstraße,Harthausen Roßbergstraße,Filderstadt,Harthausen,Bus; Nachtbus,"77, 805, 807, 809, 809A, 816A, N89",7,True,False
de:08116:2015,Bonlandener Straße,Bonlanden Bonlandener Straße,Filderstadt,Bonlanden,Bus; Nachtbus,"77, 805, 808, 816A, 818A, N89",6,True,False
de:08116:2081,Carl-Zeiss-Straße,Harthausen Carl-Zeiss-Straße,Filderstadt,Harthausen,Bus,"X7, 77, 805, 809, 809A, 816A",6,True,False
de:08116:2017,Fildorado,Bonlanden Fildorado,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A, 818A",6,True,False
de:08116:6727,Griebenäcker,Plattenhardt Griebenäcker,Filderstadt,Plattenhardt,Bus; Nachtbus,"809A, 814, 816A, 818, 818A, N89",6,True,False
de:08116:6735,Kronenbrunnen,Plattenhardt Kronenbrunnen,Filderstadt,Plattenhardt,Bus,"76, 77, 812, 813, 816A, 818A",6,True,False
de:08116:2021,Nord,Bonlanden Nord,Filderstadt,Bonlanden,Bus,"76, 809A, 812, 813, 815, 816A",6,True,False
de:08116:1997,Raiffeisenstraße,Bonlanden Raiffeisenstraße,Filderstadt,Bonlanden,Bus,"805, 807, 808, 809, 809A, 816A",6,True,False
de:08116:2051,Schillerstraße,Plattenhardt Schillerstraße,Filderstadt,Plattenhardt,Bus; Nachtbus,"809A, 814, 816A, 818, 818A, N89",6,True,False
de:08116:2082,Am Lindle,Bonlanden Am Lindle,Filderstadt,Bonlanden,Bus,"812, 813, 815, 816A, 818A",5,True,False
de:08116:2049,Eduard-Spranger-Gymnasium,Bernh. Ed.-Spranger-Gymnasium,Filderstadt,Bernhausen,Bus,"809A, 814, 816A, 818, 818A",5,True,False
de:08116:2016,Filderklinik,Bonlanden Filderklinik,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A",5,True,False
de:08116:2086,Hasenheim,Harthausen Hasenheim,Filderstadt,Harthausen,Bus; Nachtbus,"807, 809, 809A, 816A, N89",5,True,False
de:08116:2019,Hauptstraße,Bonlanden Hauptstraße,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A",5,True,False
de:08116:2091,Kreuzäcker,Bonlanden Kreuzäcker,Filderstadt,Bonlanden,Bus; Nachtbus,"77, 809A, 816A, 818A, N89",5,True,False
de:08116:2052,Rainäckerstraße,Bonlanden Rainäckerstraße,Filderstadt,Bonlanden,Bus,"76, 809A, 813, 815, 816A",5,True,False
de:08116:2042,Schul-/Sportzentrum,Sielmingen Schul-/Sportzentrum,Filderstadt,Sielmingen,Bus,"74, 809A, 816A, 817",4,True,False
de:08116:2090,Luftfrachtzentrum,Bernhausen Luftfrachtzentrum,Filderstadt,Bernhausen,Bus,"811, 812, 813",3,True,False
de:08116:2114,Kasparswald,Stetten (F) Kasparswald,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 76, 77, 812, 813, 814, 816A, 818A, N18",9,True,False
de:08116:2115,Hof,Stetten (F) Hof,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 76, 77, 812, 813, 814, 818A, N18",8,True,False
de:08116:7178,Hirschstraße,Echterdingen Hirschstr.,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, 828, X82, N18",7,True,False
de:08116:2147,Stadtbücherei,Leinfelden Stadtbücherei,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 818, 818A, 826, 826A, N18",7,True,False
de:08116:7179,Waldhornstraße,Echterdingen Waldhornstraße,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, 828, X82, N18",7,True,False
de:08116:2156,Gewerbegebiet,Stetten (F) Gewerbegebiet,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 811, 812, 813, 814, N18",6,True,False
de:08116:7185,Gymnasium,Echterdingen Gymnasium,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"814, 818, 818A, 826, 826A, N18",6,True,False
de:08116:2099,Riedweg,Leinfelden Riedweg,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 814, 826, 826A, N18",6,True,False
de:08116:7103,Schönbuchstraße,Leinfelden Schönbuchstr.,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 814, 826, 826A, N18",6,True,False
de:08116:7176,Spielkartenmuseum.,Leinf. Spielkartenmuseum.,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"814, 818, 818A, 826, 826A, N18",6,True,False
de:08116:7102,Bad,Leinfelden Bad,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"818, 818A, 826, 826A, N18",5,True,False
de:08116:2101,Bonländer Straße,Echterdingen Bonländer Straße,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2124,Erlach,Stetten (F) Erlach,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"811, 814, 818, 818A, N18",5,True,False
de:08116:2107,Eulenberg,Musberg Eulenberg,Leinfelden-Echterdingen,Musberg,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2111,Hohlweg,Stetten (F) Hohlweg,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2112,Holderweg,Stetten (F) Holderweg,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2108,Kirche,Musberg Kirche,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:2110,Klingenstraße,Musberg Klingenstraße,Leinfelden-Echterdingen,Musberg,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2109,Ludwigstraße,Musberg Ludwigstraße,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:2106,Oberaichen Waldheim,Leinfelden Oberaichen Waldheim,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2139,Sielminger Straße,Stetten (F) Sielminger Str.,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2138,Sonnenhalde,Musberg Sonnenhalde,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:7177,Sportzentrum,Leinfelden Sportzentrum,Leinfelden-Echterdingen,Leinfelden,Bus,"828, X82",2,True,False
de:08115:2333,Römer-/Poststraße,Leonberg Römer-/Poststr.,Leonberg,Leonberg,Bus; Nachtbus; Ruftaxi,"92, 631, 631A, 632, 632A, 634, 640, 641, 642, 643, 651, 651A, 652, 653, 653A, 654, 660, N62, N63, RT644",20,True,False
de:08115:2329,Johannes-Kepler-Gymnasium,Leonb. Joh.-Kepler-Gymnasium,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 631, 631A, 632, 632A, 634, 635, 640, 650, 651, 651A, 652, 653, 653A, 654, 660, N62, N63",19,True,False
de:08115:4547,Albert-Schweitzer-Gymnasium,Leonb. A.-Schweitzer-Gymnasium,Leonberg,Leonberg,Bus; Nachtbus,"631, 631A, 632, 632A, 634, 642, 643, 651, 651A, 652, 653, 653A, 654, 660, N62, N63",16,True,False
de:08115:2345,Belforter Platz,Leonberg Belforter Platz,Leonberg,Leonberg,Bus; Nachtbus,"631, 631A, 632, 632A, 634, 643, 652, 653, 653A, 654, 660, N62",12,True,False
de:08115:2327,Krankenhaus,Leonberg Krankenhaus,Leonberg,Leonberg,Bus; Nachtbus,"631A, 632A, 634, 640, 652, 653, 653A, 654, 660, N62",10,True,False
de:08115:2328,Neuköllner Platz,Eltingen Neuköllner Pl.,Leonberg,Eltingen,Bus; Ruftaxi,"92, 631, 631A, 632, 632A, 640, 641, 651, 651A, RT644",10,True,False
de:08115:2352,Altstadt,Leonberg Altstadt,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 635, 643, 650, 651, 651A, N63, X60",9,True,False
de:08115:2355,Törlensweg,Leonberg Törlensweg,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 635, 640, 650, 651, 651A, N63",8,True,False
de:08115:2322,Gartenstadt,Leonberg Gartenstadt,Leonberg,Leonberg,Bus; Nachtbus,"634, 652, 653, 653A, 654, 660, N62",7,True,False
de:08115:4602,Büsnauer Straße 41,Warmbronn Büsnauer Str. 41,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4601,Büsnauer Straße 6,Warmbronn Büsnauer Str. 6,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4538,Hauptstraße 77,Warmbronn Hauptstraße 77,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4539,Lauerhalde,Warmbronn Lauerhalde,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4549,Talackerstraße,Warmbronn Talackerstraße,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4543,Brennerstraße,Eltingen Brennerstraße,Leonberg,Eltingen,Bus,"631, 631A, 632, 632A, 651",5,True,False
de:08115:5824,Carl-Zeiss-Straße,Gebersheim Carl-Zeiss-Str.,Leonberg,Gebersheim,Bus; Nachtbus,"634, 653, 653A, 654, N62",5,True,False
de:08115:6055,Feuerbacher Straße,Leonberg Feuerbacher Str.,Leonberg,Leonberg,Bus,"635, 643, 650, 651, 651A",5,True,False
de:08115:2339,Göppinger Straße,Ramtel Göppinger Str.,Leonberg,Ramtel,Bus; Nachtbus; Ruftaxi,"92, 640, 642, N63, RT644",5,True,False
de:08115:2326,Hirschberger Straße,Ramtel Hirschberger Str.,Leonberg,Ramtel,Bus; Nachtbus; Ruftaxi,"92, 640, 642, N63, RT644",5,True,False
de:08115:4541,Niederhofen,Eltingen Niederhofen,Leonberg,Eltingen,Bus; Nachtbus,"631, 631A, 632, 632A, N63",5,True,False
de:08115:4537,Ortsmitte,Warmbronn Ortsmitte,Leonberg,Warmbronn,Bus,"631, 631A, 632, 632A, 747",5,True,False
de:08115:4550,Rathaus,Gebersheim Rathaus,Leonberg,Gebersheim,Bus; Nachtbus,"634, 653, 653A, 654, N62",5,True,False
de:08115:7030,Schopfloch,Eltingen Schopfloch,Leonberg,Eltingen,Bus; Nachtbus,"631, 631A, 632, 632A, N63",5,True,False
de:08115:6051,Alter Bahnhofsweg,Höfingen Alter Bahnhofsweg,Leonberg,Höfingen,Bus,"651, 651A",2,True,False
de:08118:3408,Arsenalplatz,Ludwigsburg Arsenalplatz,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 422, 422A, 424, 425, 425A, 426, 427, 427A, 430, 430A, 431, 433, 433A, 443, 444, 533, N41, N42, N43",21,True,False
de:08118:3419,Rathaus,Ludwigsburg Rathaus,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 422, 422A, 424, 425, 425A, 426, 427, 427A, 430, 430A, 431, 433, 433A, 443, 444, 533, N41, N42, N43",21,True,False
de:08118:5497,Blühendes Barock,Ludw. Blühendes Barock,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"422, 422A, 425, 425A, 426, 431, 433, 433A, 443, N42, N43",11,True,False
de:08118:4894,Schorndorfer Tor,Ludw. Schorndorfer Tor,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"422, 422A, 425, 425A, 426, 431, 433, 433A, 443, N42, N43",11,True,False
de:08118:5454,Residenzschloss,Ludwigsburg Residenzschloss,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 424, 427, 427A, 430, 430A, 444, N41",9,True,False
de:08118:5506,Schloss Favorite,Ludw. Schloss Favorite,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 427, 427A, 429, 430, 430A, 444, N41",9,True,False
de:08118:4893,Comburgstraße,Ludwigsburg Comburgstr.,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"425, 425A, 426, 431, 433A, N42, N43",7,True,False
de:08118:3418,Neckarbrücke,Ludwigsburg Neckarbrücke,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, 443, N41",7,True,False
de:08118:5514,Neckarstraße,Ludwigsburg Neckarstr.,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"425, 425A, 426, 431, 433, 433A, N43",7,True,False
de:08118:3426,Apotheke,Neckarweihingen Apotheke,Ludwigsburg,Neckarweihingen,Bus; Nachtbus,"421, 421A, 428, 430, 430A, N41",6,True,False
de:08118:5558,Friedhof,Poppenweiler Friedhof,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,True,False
de:08118:6985,Jahnstraße,Poppenweiler Jahnstr.,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,True,False
de:08118:5483,Obere Marbacher Straße,Ludw. Obere Marbacher Str.,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, N41",6,True,False
de:08118:5557,Steinheimer Straße,Poppenweiler Steinheimer Str.,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,True,False
de:08118:5484,Untere Marbacher Straße,Ludw. Untere Marbacher Str.,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, N41",6,True,False
de:08118:5559,Zehntscheuer,Poppenweiler Zehntscheuer,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,True,False
de:08118:7401,Bahnhof (Arena),Ludwigsburg Bahnhof (Arena),Ludwigsburg,Ludwigsburg,Bus; SEV-Bus,"420, 532, S4E, S5E, MEX17E",5,True,False
de:08118:7419,Bildungszentrum West,Ludwigsburg Bildungsz. West,Ludwigsburg,Ludwigsburg,Bus,"421A, 422A, 425A, 427A, 433A",5,True,False
de:08118:5561,Burghaldenstraße,Poppenweiler Burghaldenstr.,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, N43",5,True,False
de:08118:5515,Friesenstraße,Oßweil Friesenstraße,Ludwigsburg,Oßweil,Bus; Nachtbus,"425, 425A, 433A, N42, N43",5,True,False
de:08118:7451,Immanuel-Dornfeld-Straße,Neckarw. Imman.-Dornfeld-Str.,Ludwigsburg,Neckarweihingen,Bus; Nachtbus,"421, 421A, 428, 443, N41",5,True,False
de:08115:3200,ZOB,Sindelfingen ZOB,Sindelfingen,Sindelfingen,Bus; SEV-Bus,"84, 631, 701, 701A, 702, 704, 704A, 705, 705A, 707, 708, 711, 717, 717A, 734, 744, 752, 760A, 763A, 769, S60E",21,True,False
de:08115:3205,Gottlieb-Daimler-Schule,Sind. Gottlieb-Daimler-Schule,Sindelfingen,Sindelfingen,Bus,"631, 701, 701A, 702, 704, 704A, 705A, 708, 717A, 734, 744, 760A, 763, 763A, 769, X76",16,True,False
de:08115:3204,Goldberg-Gymnasium,Sindelf. Goldberg-Gymnasium,Sindelfingen,Sindelfingen,Bus,"701, 701A, 704A, 705A, 708, 722A, 734, 744, 760A, 763, 763A, 769, X76",13,True,False
