id,name,name_with_place,municipality,locality,modes,lines,line_count,has_bus,has_rail
de:08115:4764,Aidlinger Straße,Dagersheim Aidlinger Str.,Böblingen,Dagersheim,Bus,"707, 717, 722, 722A, 723, 743, 744, 763, 763A",9,True,False
de:08115:3127,Sporthalle,Böblingen Sporthalle,Böblingen,Böblingen,Bus; Nachtbus,"703, 705, 709, 760, 760A, 761, X16, X76, N73",9,True,False
de:08115:3112,Friedrich-List-Platz,Böblingen Friedrich-List-Platz,Böblingen,Böblingen,Bus; Nachtbus,"705, 706, 709, 709A, 721, 723, 725, N74",8,True,False
de:08115:4672,Schönaicher First,Böblingen Schönaicher First,Böblingen,Böblingen,Bus; Nachtbus,"709, 709A, 760, 760A, 761, X16, X76, N74",8,True,False
de:08115:4655,Eichenpfädle,Dagersh. Eichenpfädle,Böblingen,Dagersheim,Bus,"707, 717, 717A, 722A, 723, 723A, 763",7,True,False
de:08115:4692,Hallenbad,Böblingen Hallenbad,Böblingen,Böblingen,Bus; Nachtbus,"709, 760, 760A, 761, X16, X76, N74",7,True,False
de:08115:7115,Hulb,Hulb,Böblingen,Böblingen,Bus; R-Bahn; S-Bahn,"S1, S61, RE4, SVG, 707, 722A, 728",7,True,True
de:08115:4632,Kirche,Dagersheim Kirche,Böblingen,Dagersheim,Bus,"707, 717, 717A, 722A, 723, 723A, 763",7,True,False
de:08115:4633,Schützenweg,Dagersheim Schützenweg,Böblingen,Dagersheim,Bus,"707, 717, 717A, 722A, 723, 723A, 763",7,True,False
de:08115:4205,Sindelfinger Straße,Böblingen Sindelfinger Str.,Böblingen,Böblingen,Bus,"701, 701A, 709, 709A, 744, 763, 763A",7,True,False
de:08115:4617,Abzweig Rauher Kapf,Böblingen Abzw. Rauher Kapf,Böblingen,Böblingen,Bus; Nachtbus,"760, 760A, 761, X16, X76, N74",6,True,False
de:08115:6751,Diezenhalde (Zentrum),Böbl. Diezenhalde (Zentrum),Böblingen,Böblingen,Bus; Nachtbus,"701, 703, 705, 721, 721A, N73",6,True,False
de:08115:3212,Goldberg,Goldberg,Böblingen,Böblingen,Bus; R-Bahn; S-Bahn,"S1, RE4, 704, 704A, 706, 708",6,True,True
de:08115:3139,Diezenhalde (Zentrum) Süd,Böbl. Diezenh. (Zentrum) Süd,Böblingen,Böblingen,Bus,"701, 701A, 705, 721, 721A",5,True,False
de:08115:4669,Eichendorff-Schule,Böblingen Eichendorff-Schule,Böblingen,Böblingen,Bus; Nachtbus,"703, 709A, 723, 725, N73",5,True,False
de:08115:4705,Freiburger Allee,Böblingen Freiburger Allee,Böblingen,Böblingen,Bus,"701, 701A, 703, 705, 721A",5,True,False
de:08115:4716,Herrenberger Straße,Böblingen Herrenberger Straße,Böblingen,Böblingen,Bus; SEV-Bus,"R46E, 722, 722A, 763A, S1E",5,True,False
de:08115:3103,Karlstraße,Böblingen Karlstraße,Böblingen,Böblingen,Bus; Nachtbus,"701, 701A, 703, 721, N74",5,True,False
de:08115:4707,Kremser Straße,Böblingen Kremser Straße,Böblingen,Böblingen,Bus; SEV-Bus,"R46E, 722, 722A, 723A, 763A",5,True,False
de:08115:5807,Panzerkaserne,Böblingen Panzerkaserne,Böblingen,Böblingen,Bus; Nachtbus,"704A, 708, 725, 734, N73",5,True,False
de:08115:4670,Schulzentrum Murkenbach,Böbl. Schulzentrum Murkenbach,Böblingen,Böblingen,Bus,"703, 709A, 721A, 723",4,True,False
de:08115:4712,Heusteigstraße,Böblingen Heusteigstraße,Böblingen,Böblingen,Bus; R-Bahn,"RB46, 721A",2,True,True
de:08115:4711,Danziger Straße,Böblingen Danziger Straße,Böblingen,Böblingen,R-Bahn,RB46,1,False,True
de:08115:6742,Südbahnhof,Böblingen Südbahnhof,Böblingen,Böblingen,R-Bahn,RB46,1,False,True
de:08115:4713,Zimmerschlag,Böblingen Zimmerschlag,Böblingen,Böblingen,R-Bahn,RB46,1,False,True
de:08116:7801,ZOB,Esslingen (N) ZOB,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus; SEV-Bus,"101, 102, 103, 104, 105, 106, 108, 109, 110, 111, 113, 114, 115, 118, 119, 120, 122, 130, 131, 140, N12, N13, N14, N16, N19, N22, X20, S1E, MEX16E",29,True,False
de:08116:2806,Pliensauturm,Esslingen (N) Pliensauturm,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"101, 102, 103, 104, 106, 108, 110, 111, 113, 114, 115, 118, 119, 120, 130, 131, 140, N12, N13, N14, N16, N19, N22",23,True,False
de:08116:2800,Maille,Esslingen (N) Maille,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 108, 110, 111, 113, 118, 119, 120, 130, 131, N14, N16, N19, N22",15,True,False
de:08116:4007,Schelztor,Esslingen (N) Schelztor,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"101, 102, 103, 105, 108, 109, 110, 115, 122, N14",10,True,False
de:08116:2801,Weilstraße,Pliensauv. Weilstraße,Esslingen am Neckar,Pliensauvorstadt,Bus; Nachtbus,"113, 118, 119, 120, 122, 130, 131, N19, N22",9,True,False
de:08116:1803,Zell,Zell,Esslingen am Neckar,Zell (Esslingen),Bus; R-Bahn; S-Bahn,"S1, RE6, MEX18, 102, 103, 114A, 115, 138, 140",9,True,True
de:08116:4094,Katharinenstaffel,Essl.(N) Katharinenstaffel,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 105, 108, 110, 111, N12, N14",8,True,False
de:08116:4034,Kleiner Markt,Esslingen (N) Kleiner Markt,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 105, 108, 109, 110, 122, N14",8,True,False
de:08116:4006,Schwimmbad,Esslingen (N) Schwimmbad,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"101, 106, 113, 114, 115, 140, N13, N16",8,True,False
de:08116:4033,Neckar Forum,Esslingen (N) Neckar Forum,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 105, 108, 110, 122, N14",7,True,False
de:08116:4002,Steinhalde,Oberesslingen Steinhalde,Esslingen am Neckar,Oberesslingen,Bus; Nachtbus,"101, 106, 114, 114A, 132, 140, N16",7,True,False
de:08116:3807,Alte Heusteige,Zell Alte Heusteige,Esslingen am Neckar,Zell (Esslingen),Bus,"102, 103, 114A, 115, 138, 140",6,True,False
de:08116:4170,Berufliches Schulzentrum,Zell Berufliches Schulzentrum,Esslingen am Neckar,Zell (Esslingen),Bus,"102, 103, 104, 114A, 115, 138",6,True,False
de:08116:3805,Charlottenplatz,Esslingen (N) Charlottenplatz,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"101, 106, 114, 115, 140, N16",6,True,False
de:08116:7800,Esslingen (N),Esslingen (N),Esslingen am Neckar,Esslingen (N),R-Bahn; S-Bahn,"S1, RE5, RE6, MEX12, MEX16, MEX18",6,False,True
de:08116:4028,Hirschlandkopf,Esslingen (N) Hirschlandkopf,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 105, 108, 111, N14",6,True,False
de:08116:4022,Hochschule,Esslingen (N) Hochschule,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"108, 110, 111, 122, N12, N14",6,True,False
de:08116:3810,Indexstraße/Bahnhof,Oberesslingen Indexstr/Bahnhof,Esslingen am Neckar,Oberesslingen,Bus; Nachtbus,"101, 106, 114, 115, 140, N16",6,True,False
de:08116:4063,Lenaudenkmal,Esslingen (N) Lenaudenkmal,Esslingen am Neckar,Esslingen (N),Bus; Nachtbus,"102, 103, 105, 108, 111, N14",6,True,False
de:08116:1801,Mettingen,Mettingen,Esslingen am Neckar,Mettingen,Bus; R-Bahn; S-Bahn; SEV-Bus,"S1, RE6, MEX12, 101, 102, S1E",6,True,True
de:08116:4037,Adalbert-Stifter-Schule,Pliensauv. A.-Stifter-Schule,Esslingen am Neckar,Pliensauvorstadt,Bus,"102, 103, 122, 130, 131",5,True,False
de:08116:4047,Alleenstraße,Zell Alleenstraße,Esslingen am Neckar,Zell (Esslingen),Bus,"102, 103, 104, 115, 138",5,True,False
de:08116:6770,Im Holder,Pliensauv. Im Holder,Esslingen am Neckar,Pliensauvorstadt,Bus; Nachtbus,"113, 118, 119, 120, N19",5,True,False
de:08116:5024,Oberer Eisbergweg,Zollberg Ob. Eisbergweg,Esslingen am Neckar,Zollberg,Bus; Nachtbus,"113, 118, 119, 120, N19",5,True,False
de:08116:3850,Steinbeisstraße,Zell Steinbeisstraße,Esslingen am Neckar,Zell (Esslingen),Bus,"102, 103, 114A, 115, 138",5,True,False
de:08116:4026,Weiherstraße,Oberessl. Weiherstraße,Esslingen am Neckar,Oberesslingen,Bus,"102, 103, 114A, 132, 138",5,True,False
de:08116:4169,Zentrum,Zell Zentrum,Esslingen am Neckar,Zell (Esslingen),Bus,"102, 103, 114A, 115, 138",5,True,False
de:08116:4027,Zimmerbachstraße,Oberesslingen Zimmerbachstr.,Esslingen am Neckar,Oberesslingen,Bus,"102, 103, 114A, 132, 138",5,True,False
de:08116:2803,Zollberg,Zollberg,Esslingen am Neckar,Zollberg,Bus; Nachtbus,"113, 118, 119, 120, N19",5,True,False
de:08116:1802,Oberesslingen,Oberesslingen,Esslingen am Neckar,Oberesslingen,Bus; R-Bahn; S-Bahn,"S1, RE6, 138, 140",4,True,True
de:08116:4148,Gemeindezentrum,Berkh. Gemeindezentrum,Esslingen am Neckar,Berkheim,Bus; Nachtbus,"113, 138, N13",3,True,False
de:08116:4113,Zentrum,Sulzgries Zentrum,Esslingen am Neckar,Sulzgries,Bus; Nachtbus,"109, 132, N12",3,True,False
de:08116:3326,Bahnhof (Süd),Oberessl. Bahnhof (Süd),Esslingen am Neckar,Oberesslingen,Bus,"104, 121",2,True,False
de:08119:6500,Fellbach,Fellbach,Fellbach,Fellbach,Bus; Nachtbus; R-Bahn; S-Bahn; SEV-Bus,"S2, S3, RE1, MEX19, RE90, MEX90, 60, 210, 212, 214, 215, N6, S2E",13,True,True
de:08119:6040,Lutherkirche,Fellbach Lutherkirche,Fellbach,Fellbach,Bus; Nachtbus; Stadtbahn,"U1, U16, 60, 207, 212, 215, N6",7,True,True
de:08119:2378,Jakob-/Butterstraße,Schmiden Jakob-/Butterstr.,Fellbach,Schmiden,Bus; Nachtbus,"58, 60, 205, 214, N6",5,True,False
de:08119:2377,Rathaus,Schmiden Rathaus,Fellbach,Schmiden,Bus; Nachtbus,"58, 60, 205, 214, N6",5,True,False
de:08119:39,Schwabenlandhalle,Fellbach Schwabenlandhalle,Fellbach,Fellbach,Bus; Stadtbahn,"U1, U16, 207, 212",4,True,True
de:08119:38,Esslinger Straße,Fellbach Esslinger Straße,Fellbach,Fellbach,Bus; Stadtbahn,"U1, U16, 212",3,True,True
de:08119:2381,Gemeindezentrum,Oeffingen Gemeindezentrum,Fellbach,Oeffingen,Bus; Nachtbus,"60, 214, N6",3,True,False
de:08119:37,Höhenstraße,Fellbach Höhenstraße,Fellbach,Fellbach,Nachtbus; Stadtbahn,"U1, U16, N6",3,True,True
de:08116:2006,Bahnhof,Bernhausen Bahnhof,Filderstadt,Bernhausen,Bus; Nachtbus; SEV-Bus,"X4, 74, 76, 805, 807, 808, 809, 809A, 811, 812, 813, 814, 815, 816, 816A, 817, 818, N89, S2E, X3",20,True,False
de:08116:2071,Fleinsbach,Bernhausen Fleinsbach,Filderstadt,Bernhausen,Bus,"76, 805, 807, 808, 809, 809A, 812, 813, 814, 815, 816A, 818",12,True,False
de:08116:2025,Driefbrunnen,Plattenhardt Driefbrunnen,Filderstadt,Plattenhardt,Bus,"X7, 76, 77, 812, 813, 814, 816A, 818, 818A",9,True,False
de:08116:2028,Rathaus,Plattenhardt Rathaus,Filderstadt,Plattenhardt,Bus; Nachtbus,"X7, 76, 77, 809A, 812, 813, 816A, 818A, N89",9,True,False
de:08116:2024,Kirche,Harthausen Kirche,Filderstadt,Harthausen,Bus; Nachtbus,"X7, 77, 805, 807, 809, 809A, 816A, N89",8,True,False
de:08116:2023,Linde,Harthausen Linde,Filderstadt,Harthausen,Bus; Nachtbus,"X7, 77, 805, 807, 809, 809A, 816A, N89",8,True,False
de:08116:2029,Waldstraße,Plattenhardt Waldstraße,Filderstadt,Plattenhardt,Bus,"76, 77, 812, 813, 814, 816A, 818, 818A",8,True,False
de:08116:2078,Marktstraße,Bonlanden Marktstraße,Filderstadt,Bonlanden,Bus; Nachtbus,"X7, 76, 77, 809A, 816A, 818A, N89",7,True,False
de:08116:5798,Metzinger Straße,Bonl. Metzinger Straße,Filderstadt,Bonlanden,Bus; Nachtbus,"X7, 76, 77, 809A, 816A, 818A, N89",7,True,False
de:08116:2080,Roßbergstraße,Harthausen Roßbergstraße,Filderstadt,Harthausen,Bus; Nachtbus,"77, 805, 807, 809, 809A, 816A, N89",7,True,False
de:08116:2015,Bonlandener Straße,Bonlanden Bonlandener Straße,Filderstadt,Bonlanden,Bus; Nachtbus,"77, 805, 808, 816A, 818A, N89",6,True,False
de:08116:2081,Carl-Zeiss-Straße,Harthausen Carl-Zeiss-Straße,Filderstadt,Harthausen,Bus,"X7, 77, 805, 809, 809A, 816A",6,True,False
de:08116:2017,Fildorado,Bonlanden Fildorado,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A, 818A",6,True,False
de:08116:6727,Griebenäcker,Plattenhardt Griebenäcker,Filderstadt,Plattenhardt,Bus; Nachtbus,"809A, 814, 816A, 818, 818A, N89",6,True,False
de:08116:6735,Kronenbrunnen,Plattenhardt Kronenbrunnen,Filderstadt,Plattenhardt,Bus,"76, 77, 812, 813, 816A, 818A",6,True,False
de:08116:2021,Nord,Bonlanden Nord,Filderstadt,Bonlanden,Bus,"76, 809A, 812, 813, 815, 816A",6,True,False
de:08116:1997,Raiffeisenstraße,Bonlanden Raiffeisenstraße,Filderstadt,Bonlanden,Bus,"805, 807, 808, 809, 809A, 816A",6,True,False
de:08116:2051,Schillerstraße,Plattenhardt Schillerstraße,Filderstadt,Plattenhardt,Bus; Nachtbus,"809A, 814, 816A, 818, 818A, N89",6,True,False
de:08116:2082,Am Lindle,Bonlanden Am Lindle,Filderstadt,Bonlanden,Bus,"812, 813, 815, 816A, 818A",5,True,False
de:08116:2049,Eduard-Spranger-Gymnasium,Bernh. Ed.-Spranger-Gymnasium,Filderstadt,Bernhausen,Bus,"809A, 814, 816A, 818, 818A",5,True,False
de:08116:2016,Filderklinik,Bonlanden Filderklinik,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A",5,True,False
de:08116:2086,Hasenheim,Harthausen Hasenheim,Filderstadt,Harthausen,Bus; Nachtbus,"807, 809, 809A, 816A, N89",5,True,False
de:08116:2019,Hauptstraße,Bonlanden Hauptstraße,Filderstadt,Bonlanden,Bus,"809A, 812, 813, 815, 816A",5,True,False
de:08116:2091,Kreuzäcker,Bonlanden Kreuzäcker,Filderstadt,Bonlanden,Bus; Nachtbus,"77, 809A, 816A, 818A, N89",5,True,False
de:08116:2052,Rainäckerstraße,Bonlanden Rainäckerstraße,Filderstadt,Bonlanden,Bus,"76, 809A, 813, 815, 816A",5,True,False
de:08116:2042,Schul-/Sportzentrum,Sielmingen Schul-/Sportzentrum,Filderstadt,Sielmingen,Bus,"74, 809A, 816A, 817",4,True,False
de:08116:2090,Luftfrachtzentrum,Bernhausen Luftfrachtzentrum,Filderstadt,Bernhausen,Bus,"811, 812, 813",3,True,False
de:08116:1905,Filderstadt,Filderstadt,Filderstadt,Bernhausen,S-Bahn,"S2, S24",2,False,True
de:08116:2103,Flughafen/Messe,Flughafen/Messe,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus; S-Bahn; SEV-Bus; Stadtbahn,"S2, S3, S24, U6, 65, 122, 812, 813, 828, X82, N8, X10, X60, S2E, S2X, S6X, SXE, X3",18,True,True
de:08116:175,Leinfelden,Leinfelden,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus; S-Bahn; SEV-Bus; Stadtbahn,"S2, S3, S24, U5, U, 82, 86, 818, 818A, 826, 826A, N18, S2E",13,True,True
de:08116:7003,Echterdingen,Echterdingen,Leinfelden-Echterdingen,Echterdingen,Bus; S-Bahn; SEV-Bus,"S2, S3, S24, 76, 77, 818, 818A, 828, X82, S2E",10,True,True
de:08116:2114,Kasparswald,Stetten (F) Kasparswald,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 76, 77, 812, 813, 814, 816A, 818A, N18",9,True,False
de:08116:7182,Messe West,Echterdingen Messe West,Leinfelden-Echterdingen,Echterdingen,Bus; SEV-Bus; Stadtbahn,"U6, 812, 813, 828, X82, X10, X60, SXE, X3",9,True,True
de:08116:2115,Hof,Stetten (F) Hof,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 76, 77, 812, 813, 814, 818A, N18",8,True,False
de:08116:7178,Hirschstraße,Echterdingen Hirschstr.,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, 828, X82, N18",7,True,False
de:08116:2105,Oberaichen,Oberaichen,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus; S-Bahn; SEV-Bus,"S2, S3, S24, 818, 818A, N18, S2E",7,True,True
de:08116:2147,Stadtbücherei,Leinfelden Stadtbücherei,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 818, 818A, 826, 826A, N18",7,True,False
de:08116:7179,Waldhornstraße,Echterdingen Waldhornstraße,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, 828, X82, N18",7,True,False
de:08116:2156,Gewerbegebiet,Stetten (F) Gewerbegebiet,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"X7, 811, 812, 813, 814, N18",6,True,False
de:08116:7185,Gymnasium,Echterdingen Gymnasium,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"814, 818, 818A, 826, 826A, N18",6,True,False
de:08116:2099,Riedweg,Leinfelden Riedweg,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 814, 826, 826A, N18",6,True,False
de:08116:7103,Schönbuchstraße,Leinfelden Schönbuchstr.,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 814, 826, 826A, N18",6,True,False
de:08116:7176,Spielkartenmuseum.,Leinf. Spielkartenmuseum.,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"814, 818, 818A, 826, 826A, N18",6,True,False
de:08116:7102,Bad,Leinfelden Bad,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"818, 818A, 826, 826A, N18",5,True,False
de:08116:2101,Bonländer Straße,Echterdingen Bonländer Straße,Leinfelden-Echterdingen,Echterdingen,Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2124,Erlach,Stetten (F) Erlach,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"811, 814, 818, 818A, N18",5,True,False
de:08116:2107,Eulenberg,Musberg Eulenberg,Leinfelden-Echterdingen,Musberg,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2111,Hohlweg,Stetten (F) Hohlweg,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2112,Holderweg,Stetten (F) Holderweg,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2108,Kirche,Musberg Kirche,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:2110,Klingenstraße,Musberg Klingenstraße,Leinfelden-Echterdingen,Musberg,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2109,Ludwigstraße,Musberg Ludwigstraße,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:2069,Neuer Markt,Leinfelden Neuer Markt,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus; Stadtbahn,"U5, U, 814, 818, N18",5,True,True
de:08116:2106,Oberaichen Waldheim,Leinfelden Oberaichen Waldheim,Leinfelden-Echterdingen,Leinfelden,Bus; Nachtbus,"82, 86, 818, 818A, N18",5,True,False
de:08116:2139,Sielminger Straße,Stetten (F) Sielminger Str.,Leinfelden-Echterdingen,Stetten (Leinfelden-Echt.),Bus; Nachtbus,"76, 77, 818, 818A, N18",5,True,False
de:08116:2138,Sonnenhalde,Musberg Sonnenhalde,Leinfelden-Echterdingen,Musberg,Bus,"82, 86, 814, 818, 818A",5,True,False
de:08116:7180,Stadionstraße,Echterdingen Stadionstr.,Leinfelden-Echterdingen,Echterdingen,Bus; Stadtbahn,"U6, 828, X82",3,True,True
de:08116:174,Unteraichen,Leinf. Unteraichen,Leinfelden-Echterdingen,Leinfelden,Bus; Stadtbahn,"U5, U, 818",3,True,True
de:08116:7173,Frank,Leinfelden Frank,Leinfelden-Echterdingen,Leinfelden,Stadtbahn,"U5, U",2,False,True
de:08116:7177,Sportzentrum,Leinfelden Sportzentrum,Leinfelden-Echterdingen,Leinfelden,Bus,"828, X82",2,True,False
de:08115:7301,Leonberg,Leonberg,Leonberg,Leonberg,Bus; Nachtbus; R-Bahn; Ruftaxi; S-Bahn; SEV-Bus,"S6, S60, S61, S62, RE4, RE14, SVG, X2, 92, 631, 631A, 632, 632A, 634, 635, 640, 641, 642, 643, 650, 651, 651A, 652, 653, 653A, 654, 660, N62, N63, X60, S6E, S60E, RT644",33,True,True
de:08115:2333,Römer-/Poststraße,Leonberg Römer-/Poststr.,Leonberg,Leonberg,Bus; Nachtbus; Ruftaxi,"92, 631, 631A, 632, 632A, 634, 640, 641, 642, 643, 651, 651A, 652, 653, 653A, 654, 660, N62, N63, RT644",20,True,False
de:08115:2329,Johannes-Kepler-Gymnasium,Leonb. Joh.-Kepler-Gymnasium,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 631, 631A, 632, 632A, 634, 635, 640, 650, 651, 651A, 652, 653, 653A, 654, 660, N62, N63",19,True,False
de:08115:4547,Albert-Schweitzer-Gymnasium,Leonb. A.-Schweitzer-Gymnasium,Leonberg,Leonberg,Bus; Nachtbus,"631, 631A, 632, 632A, 634, 642, 643, 651, 651A, 652, 653, 653A, 654, 660, N62, N63",16,True,False
de:08115:2345,Belforter Platz,Leonberg Belforter Platz,Leonberg,Leonberg,Bus; Nachtbus,"631, 631A, 632, 632A, 634, 643, 652, 653, 653A, 654, 660, N62",12,True,False
de:08115:1302,Rutesheim,Rutesheim,Leonberg,Leonberg,Bus; R-Bahn; S-Bahn; SEV-Bus,"S6, S60, S61, S62, RE4, RE14, 654, 654A, 655, 655A, S6E, S60E",12,True,True
de:08115:2327,Krankenhaus,Leonberg Krankenhaus,Leonberg,Leonberg,Bus; Nachtbus,"631A, 632A, 634, 640, 652, 653, 653A, 654, 660, N62",10,True,False
de:08115:2328,Neuköllner Platz,Eltingen Neuköllner Pl.,Leonberg,Eltingen,Bus; Ruftaxi,"92, 631, 631A, 632, 632A, 640, 641, 651, 651A, RT644",10,True,False
de:08115:2352,Altstadt,Leonberg Altstadt,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 635, 643, 650, 651, 651A, N63, X60",9,True,False
de:08115:2355,Törlensweg,Leonberg Törlensweg,Leonberg,Leonberg,Bus; Nachtbus,"X2, 92, 635, 640, 650, 651, 651A, N63",8,True,False
de:08115:2322,Gartenstadt,Leonberg Gartenstadt,Leonberg,Leonberg,Bus; Nachtbus,"634, 652, 653, 653A, 654, 660, N62",7,True,False
de:08115:4602,Büsnauer Straße 41,Warmbronn Büsnauer Str. 41,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4601,Büsnauer Straße 6,Warmbronn Büsnauer Str. 6,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4538,Hauptstraße 77,Warmbronn Hauptstraße 77,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:1003,Höfingen,Höfingen,Leonberg,Höfingen,R-Bahn; S-Bahn,"S6, S60, S61, S62, RE4, RE14",6,False,True
de:08115:4539,Lauerhalde,Warmbronn Lauerhalde,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4549,Talackerstraße,Warmbronn Talackerstraße,Leonberg,Warmbronn,Bus; Nachtbus,"631, 631A, 632, 632A, 747, N63",6,True,False
de:08115:4543,Brennerstraße,Eltingen Brennerstraße,Leonberg,Eltingen,Bus,"631, 631A, 632, 632A, 651",5,True,False
de:08115:5824,Carl-Zeiss-Straße,Gebersheim Carl-Zeiss-Str.,Leonberg,Gebersheim,Bus; Nachtbus,"634, 653, 653A, 654, N62",5,True,False
de:08115:6055,Feuerbacher Straße,Leonberg Feuerbacher Str.,Leonberg,Leonberg,Bus,"635, 643, 650, 651, 651A",5,True,False
de:08115:2339,Göppinger Straße,Ramtel Göppinger Str.,Leonberg,Ramtel,Bus; Nachtbus; Ruftaxi,"92, 640, 642, N63, RT644",5,True,False
de:08115:2326,Hirschberger Straße,Ramtel Hirschberger Str.,Leonberg,Ramtel,Bus; Nachtbus; Ruftaxi,"92, 640, 642, N63, RT644",5,True,False
